CustomerID,Tenure,MonthlyCharges,Contract,ChurnProbability
CUST0265,11,76.46,Month-to-month,0.8528823390232059
CUST0811,14,98.65,Month-to-month,0.8515661067027357
CUST0160,62,101.98,Month-to-month,0.8505975503535023
CUST0062,45,103.55,Month-to-month,0.8504869433670799
CUST0789,63,103.36,Month-to-month,0.8498096026746943
CUST0466,9,60.28,Month-to-month,0.8491641967379263
CUST0047,13,36.74,Month-to-month,0.848661446413923
CUST0511,49,102.32,Month-to-month,0.8484145219251098
CUST0150,30,117.15,One year,0.845920605920606
CUST0690,55,74.96,Month-to-month,0.8452381155046095
CUST0684,12,71.97,Month-to-month,0.8436428294180786
CUST0168,8,28.98,Month-to-month,0.8434490740740741
CUST0853,64,94.06,Month-to-month,0.8392809999189977
CUST0616,12,104.33,Month-to-month,0.839080265317748
CUST0330,60,107.76,Month-to-month,0.8380484127636837
CUST0602,71,96.47,Month-to-month,0.8367402496279918
CUST0284,63,106.58,Month-to-month,0.8363356136021678
CUST0661,14,40.54,Month-to-month,0.8360373263202766
CUST0353,1,74.84,Month-to-month,0.8353293650793652
CUST0751,62,101.84,Month-to-month,0.834956455332586
CUST0488,38,110.22,Month-to-month,0.8337439934170554
CUST0315,34,98.2,Month-to-month,0.8331448272528762
CUST0933,21,118.17,One year,0.8319306320919224
CUST0663,40,118.2,Month-to-month,0.8317407675321847
CUST0863,9,32.15,Month-to-month,0.8296619258192789
CUST0349,65,84.19,Month-to-month,0.8292301190426579
CUST0190,67,89.78,Month-to-month,0.8270517317168777
CUST0785,25,98.74,Month-to-month,0.8267724877872614
CUST0389,12,100.99,Month-to-month,0.8258635657514073
CUST0579,7,83.22,One year,0.8228645027423631
CUST0213,7,23.37,Month-to-month,0.8222228602552132
CUST0512,63,108.89,Month-to-month,0.8211354874616771
CUST0938,41,114.25,Month-to-month,0.8200731804411997
CUST0528,45,97.39,Month-to-month,0.8190712669523635
CUST0391,13,53.73,Month-to-month,0.8174399401051875
CUST0454,5,103.54,One year,0.8164152651360851
CUST0988,27,106.86,Month-to-month,0.8160161255830828
CUST0910,14,95.26,Month-to-month,0.8144809225140627
CUST0892,67,118.04,Month-to-month,0.812282760784298
CUST0471,14,119.01,Month-to-month,0.8116667409101617
CUST0691,9,88.98,One year,0.8085356319032632
CUST0996,12,115.85,Two year,0.8080678071928071
CUST0912,48,107.42,Month-to-month,0.807010824524273
CUST0082,60,102.68,Two year,0.8064675780796472
CUST0875,19,118.62,Month-to-month,0.8054914939363467
CUST0003,70,100.8,Month-to-month,0.8047171568078643
CUST0522,55,107.95,Month-to-month,0.8043752882526495
CUST0777,70,62.75,Month-to-month,0.8043576879903941
CUST0408,44,112.87,Month-to-month,0.8026143594392985
CUST0942,11,92.92,Month-to-month,0.801170961908684
CUST0419,13,119.5,Month-to-month,0.799029102841603
CUST0621,68,73.43,Month-to-month,0.79869545666322
CUST0585,54,117.24,Month-to-month,0.798620795870796
CUST0031,68,96.19,Month-to-month,0.7984637139915924
CUST0925,64,48.09,Month-to-month,0.7978131403620534
CUST0507,31,110.38,Month-to-month,0.7972672124728917
CUST0280,52,119.95,One year,0.7972301587301587
CUST0156,69,107.2,Month-to-month,0.79684138410609
CUST0106,35,110.69,Month-to-month,0.794187575967911
CUST0746,47,74.69,Month-to-month,0.7939565244458195
CUST0584,16,37.21,Month-to-month,0.7928718832338879
CUST0271,28,107.55,Month-to-month,0.7919357339278332
CUST0421,8,59.19,One year,0.791416441745389
CUST0982,14,91.28,Month-to-month,0.7913344880981131
CUST0002,66,111.01,Month-to-month,0.7911556124551545
CUST0352,43,86.3,Month-to-month,0.7898604793093148
CUST0327,41,110.61,Month-to-month,0.7897983476192758
CUST0714,9,64.91,Month-to-month,0.788889151493931
CUST0679,43,117.9,One year,0.7881888821962352
CUST0815,51,102.65,Month-to-month,0.7873984705334148
CUST0931,41,104.79,Month-to-month,0.787284243328213
CUST0638,2,27.09,Month-to-month,0.7870974025974026
CUST0830,40,83.22,Month-to-month,0.7868468337932275
CUST0338,34,105.71,Month-to-month,0.7866040098638972
CUST0655,7,44.71,Month-to-month,0.7859917027417027
CUST0258,60,114.3,Month-to-month,0.7859654355974073
CUST0530,17,102.48,Month-to-month,0.784576978765722
CUST0325,17,93.62,Month-to-month,0.7827597037625919
CUST0951,72,103.14,Month-to-month,0.7818552276971394
CUST0458,64,100.48,Month-to-month,0.7806783646997063
CUST0861,33,93.24,Month-to-month,0.7800240698414648
CUST0197,6,44.22,Month-to-month,0.778625
CUST0740,50,106.13,Month-to-month,0.7783740157921848
CUST0977,63,105.26,Two year,0.777662615162615
CUST0557,64,101.8,Month-to-month,0.7771119993186809
CUST0890,22,113.31,Month-to-month,0.7765925536266712
CUST0296,21,106.98,Month-to-month,0.7762984983760677
CUST0703,27,90.38,Month-to-month,0.7758084113155492
CUST0862,61,108.17,Two year,0.7755857541581225
CUST0669,25,80.11,Month-to-month,0.7752893390425153
CUST0902,61,87.32,Month-to-month,0.77522144294159
CUST0345,45,53.21,Month-to-month,0.7752095449232183
CUST0908,57,93.13,Month-to-month,0.7723092242298328
CUST0570,60,95.38,Month-to-month,0.7721189590824703
CUST0556,21,109.6,Month-to-month,0.7704435725554817
CUST0354,51,107.93,Month-to-month,0.7703050027906164
CUST0715,12,81.23,Month-to-month,0.7695311224619593
CUST0177,70,100.92,Month-to-month,0.7685829870560476
CUST0519,19,83.6,Month-to-month,0.7685409698414294
CUST0105,64,91.09,Two year,0.7678944132988712
CUST0766,11,108.5,One year,0.7640083378094215
CUST0027,21,71.17,Month-to-month,0.7627346342049615
CUST0814,48,92.06,Month-to-month,0.7626002898532838
CUST0232,54,92.07,Month-to-month,0.7619881217691363
CUST0508,60,104.58,One year,0.7617013125763124
CUST0455,3,98.44,Month-to-month,0.7592513137750266
CUST0642,16,118.19,Month-to-month,0.7591013504061137
CUST0524,18,29.51,Month-to-month,0.7582809059432509
CUST0048,31,117.2,Two year,0.7575613277684172
CUST0162,55,93.31,Month-to-month,0.7574196075844245
CUST0741,6,101.73,One year,0.7568878266452599
CUST0935,59,71.34,Month-to-month,0.7567852631606082
CUST0051,56,73.19,Month-to-month,0.7563208164611664
CUST0786,47,61.13,Month-to-month,0.7556348464977996
CUST0267,31,104.42,Month-to-month,0.7550147844049868
CUST0884,51,74.67,Month-to-month,0.7548771629435133
CUST0370,5,119.02,Month-to-month,0.7544807692307693
CUST0140,50,67.65,Month-to-month,0.7542748117737975
CUST0845,55,21.33,One year,0.7537241145292617
CUST0802,38,22.83,Month-to-month,0.7535919018889607
CUST0849,30,92.19,Month-to-month,0.7524944416110274
CUST0083,39,90.9,Month-to-month,0.7520628215387546
CUST0835,52,110.36,Month-to-month,0.7517813769835828
CUST0386,10,110.64,Month-to-month,0.7514298103856929
CUST0166,16,40.07,Month-to-month,0.7495918850091258
CUST0781,63,106.52,Month-to-month,0.7488102979456017
CUST0627,28,116.15,Month-to-month,0.7479494115027165
CUST0651,63,113.5,Two year,0.7477822871572871
CUST0739,9,100.72,One year,0.7474940490795754
CUST0629,43,115.25,One year,0.7435499580703815
CUST0730,25,81.72,Month-to-month,0.7435292485298275
CUST0643,51,82.8,Month-to-month,0.7432826662057544
CUST0362,31,109.95,Month-to-month,0.7431714051798488
CUST0468,58,20.04,One year,0.7431340088667675
CUST0712,19,37.41,Month-to-month,0.7408744777068128
CUST0610,21,110.66,One year,0.7408690548157777
CUST0088,69,103.07,Month-to-month,0.739831025108296
CUST0264,2,24.23,One year,0.7394903846153846
CUST0582,14,98.07,Month-to-month,0.7394207729449214
CUST0311,52,28.53,Month-to-month,0.7366191436085523
CUST0388,36,84.28,Month-to-month,0.7359346222851676
CUST0193,23,106.89,Month-to-month,0.7355256532689313
CUST0856,69,98.94,One year,0.7348342490842491
CUST0249,31,114.04,Month-to-month,0.7344214805008368
CUST0924,49,21.55,Month-to-month,0.7327701857302489
CUST0316,52,74.38,Month-to-month,0.7323878866109708
CUST0851,35,68.94,Month-to-month,0.731348363475307
CUST0495,17,115.63,Two year,0.731095584970585
CUST0776,39,97.07,Month-to-month,0.7306310835581248
CUST0482,10,82.2,One year,0.7301768461007592
CUST0331,48,24.17,Month-to-month,0.7288705104954145
CUST0399,15,43.03,Month-to-month,0.72783600456634
CUST0017,43,65.01,Month-to-month,0.7260722315693726
CUST0783,4,105.98,Two year,0.7258253517316017
CUST0973,15,45.82,Month-to-month,0.7258194214329073
CUST0810,40,71.64,Month-to-month,0.7248985293197721
CUST0050,63,117.75,Two year,0.7246535752259436
CUST0242,25,98.3,Month-to-month,0.7239692387410206
CUST0234,3,35.86,Two year,0.7233237179487179
CUST0650,64,61.17,Month-to-month,0.722447635310086
CUST0406,22,116.23,Month-to-month,0.7222927591168549
CUST0019,23,95.94,Month-to-month,0.7218148867399066
CUST0527,57,92.67,Month-to-month,0.7216453500203498
CUST0029,19,84.57,Month-to-month,0.7208024531286127
CUST0728,27,42.05,Month-to-month,0.7207884203867262
CUST0834,33,51.86,Month-to-month,0.719956046545734
CUST0917,49,71.06,Month-to-month,0.7199494580052352
CUST0867,8,41.19,One year,0.7198197764138166
CUST0173,5,26.9,Month-to-month,0.7197857142857143
CUST0558,5,45.28,Month-to-month,0.7196813055365686
CUST0275,4,87.61,One year,0.7190595107012873
CUST0842,8,54.48,Month-to-month,0.7184426691729324
CUST0575,36,82.84,One year,0.7177534553385074
CUST0720,63,82.52,One year,0.7170202186276354
CUST0983,51,58.62,Month-to-month,0.7161707369485723
CUST0812,26,114.25,Two year,0.7155621508590576
CUST0664,58,98.49,One year,0.7154954304954305
CUST0721,21,57.36,Month-to-month,0.712746218686424
CUST0509,60,60.09,Month-to-month,0.711930128581193
CUST0654,32,80.55,Month-to-month,0.7109372192236897
CUST0291,5,38.6,One year,0.7109043268822681
CUST0486,54,61.56,Month-to-month,0.7108025486278037
CUST0348,44,42.33,Month-to-month,0.710361671771712
CUST0526,47,24.76,Month-to-month,0.7100437561536305
CUST0537,47,74.67,Month-to-month,0.7088872976078069
CUST0967,68,91.32,One year,0.707643315018315
CUST0770,16,98.68,Month-to-month,0.7076366463383544
CUST0149,35,23.08,Month-to-month,0.7073800271050271
CUST0927,54,24.2,Month-to-month,0.7064778782987143
CUST0881,38,95.36,Month-to-month,0.705026770800229
CUST0898,38,115.14,Two year,0.7050026548809903
CUST0860,44,61.42,Month-to-month,0.7024703020158876
CUST0743,44,63.84,Month-to-month,0.7020700433124677
CUST0538,9,73.2,One year,0.7015659961383647
CUST0441,3,115.29,Month-to-month,0.7014437017231135
CUST0930,49,94.31,Month-to-month,0.7005103626981948
CUST0864,68,83.46,Two year,0.7003964175920698
CUST0634,70,82.5,One year,0.6997112332112332
CUST0687,41,71.68,Month-to-month,0.6985247511150509
CUST0718,16,20.67,Month-to-month,0.6957466076664991
CUST0107,7,33.24,One year,0.6953139776889777
CUST0989,2,92.43,Month-to-month,0.6947433011433013
CUST0378,66,92.56,Month-to-month,0.694247205875857
CUST0683,11,40.44,One year,0.6906928904428906
CUST0900,25,81.13,One year,0.6899478950885546
CUST0020,47,29.89,Month-to-month,0.6897235090408966
CUST0076,26,67.79,Month-to-month,0.687777590901077
CUST0788,15,83.8,Month-to-month,0.6865546123399499
CUST0090,49,36.52,Month-to-month,0.6861745750215599
CUST0817,42,100.58,Month-to-month,0.6851751934954246
CUST0615,19,81.59,Month-to-month,0.684065479597568
CUST0021,15,108.97,Month-to-month,0.680435232564069
CUST0955,33,29.54,Month-to-month,0.6798864423230597
CUST0137,21,80.21,Two year,0.6795449335011122
CUST0676,52,117.71,Month-to-month,0.6789526184599712
CUST0605,26,74.93,Month-to-month,0.6789223702742365
CUST0893,66,71.23,Month-to-month,0.6789189449699684
CUST0604,42,63.53,One year,0.6787220649391703
CUST0619,33,70.11,Month-to-month,0.6785916172912891
CUST0435,44,21.42,One year,0.678291037087912
CUST0534,47,49.0,Month-to-month,0.6763747111413332
CUST0425,22,69.82,Month-to-month,0.6763231806906558
CUST0259,23,62.24,Month-to-month,0.6748047782063584
CUST0037,8,58.59,Two year,0.6742301587301589
CUST0479,4,25.77,Month-to-month,0.673439130096483
CUST0586,70,64.88,Month-to-month,0.6723681269254489
CUST0384,41,118.17,One year,0.6719976704886821
CUST0713,32,31.71,Month-to-month,0.671414827186267
CUST0319,38,44.19,Month-to-month,0.6702540023745281
CUST0332,29,59.76,Month-to-month,0.6690741290968779
CUST0748,30,90.09,Month-to-month,0.6686796542143841
CUST0314,68,102.33,One year,0.6679850427350428
CUST0196,55,104.21,Two year,0.6664066341216442
CUST0513,22,74.45,Month-to-month,0.6652022581211277
CUST0916,61,73.16,One year,0.6651972727918188
CUST0540,69,26.13,Month-to-month,0.6644308248025058
CUST0445,29,97.31,Month-to-month,0.6629464908953341
CUST0185,36,22.45,One year,0.6625613404782204
CUST0292,55,75.21,Month-to-month,0.6621869398109953
CUST0774,28,118.77,Two year,0.6615930738001633
CUST0551,26,93.17,Month-to-month,0.6615764459400018
CUST0644,39,44.75,Month-to-month,0.6599559410828943
CUST0272,62,38.28,Month-to-month,0.6584117918283175
CUST0184,14,88.74,Two year,0.6559838874698555
CUST0246,12,78.33,One year,0.6549914158553866
CUST0597,15,34.22,Month-to-month,0.6547767931563085
CUST0652,49,63.05,Month-to-month,0.6519531999355718
CUST0298,58,84.77,Month-to-month,0.6516667597027989
CUST0343,17,38.17,Month-to-month,0.651346274455601
CUST0761,23,41.53,Month-to-month,0.6496677621104324
CUST0590,57,100.35,Month-to-month,0.6493847320553408
CUST0028,13,36.56,Month-to-month,0.6485133848135007
CUST0125,70,50.24,Month-to-month,0.6484135726638115
CUST0098,71,50.05,One year,0.6483697520669294
CUST0305,32,93.71,One year,0.6482890505797491
CUST0565,57,96.25,Month-to-month,0.647561333850452
CUST0754,52,22.95,Month-to-month,0.6460267850613437
CUST0444,23,105.42,Month-to-month,0.644854733099921
CUST0873,47,94.94,Two year,0.6422696436430618
CUST0599,20,86.51,One year,0.6387944039139177
CUST0891,45,63.91,Month-to-month,0.6381070604290511
CUST0906,8,91.46,One year,0.6380384733623864
CUST0888,28,89.66,Month-to-month,0.6366791689221144
CUST0058,7,51.32,One year,0.6355832387963773
CUST0879,21,87.9,One year,0.634060834968337
CUST0410,51,74.69,Month-to-month,0.6335899129622498
CUST0945,46,57.45,Month-to-month,0.6324527038416831
CUST0617,61,29.75,Month-to-month,0.6321128485229903
CUST0994,2,64.39,Month-to-month,0.6316510025062657
CUST0187,66,74.91,Month-to-month,0.63156061975338
CUST0704,40,57.33,Month-to-month,0.6293796009830939
CUST0206,38,35.23,Month-to-month,0.629242228175056
CUST0992,16,78.47,Month-to-month,0.6288432817536402
CUST0422,46,85.91,Month-to-month,0.6256808471806202
CUST0568,54,58.07,Month-to-month,0.6248763250671383
CUST0987,70,106.15,Month-to-month,0.6241443001443001
CUST0903,12,60.81,Month-to-month,0.6241193214838217
CUST0694,48,37.21,Month-to-month,0.6239471813594497
CUST0248,13,54.04,One year,0.6231929887707751
CUST0543,50,40.06,Month-to-month,0.619789741974778
CUST0347,32,93.9,One year,0.6184094268642532
CUST0147,44,51.19,Month-to-month,0.6156750860458049
CUST0390,2,114.74,Month-to-month,0.6143459595959595
CUST0396,32,89.01,Two year,0.6122109304244446
CUST0420,21,72.72,Month-to-month,0.6115361547205067
CUST0241,68,38.9,Month-to-month,0.6100559388712277
CUST0158,47,83.25,Month-to-month,0.6085171310583111
CUST0974,41,80.54,Month-to-month,0.6082606196543516
CUST0346,69,54.18,Month-to-month,0.6065733735040096
CUST0085,19,70.74,Month-to-month,0.6058831801239759
CUST0515,30,45.53,Month-to-month,0.6037750754504174
CUST1000,45,83.68,Two year,0.6026661799020879
CUST0018,21,77.93,Month-to-month,0.6011240088145924
CUST0636,65,101.64,Month-to-month,0.6002463435444135
